7677197,551344,165025
7819105,560294,163483
7717748,584961,166453
7753694,550808,163564
7717568,583210,165126
7781097,553714,164591
8055131,756635,268630
8043849,636186,223657
8652490,602409,168397
8082415,604855,163972
7625869,546965,164156
7767288,576474,167147
7681282,578234,184315
8123326,643524,168061
8687461,613917,165018
8070580,641323,165175
7870870,596126,164457
7730723,561952,164124
7908837,607409,164016
7790282,596091,164680
7760057,558972,164624
8157515,690629,169579
7843075,596021,163936
7866169,567741,211605
7880303,577244,164454
7773303,560264,164368
8152161,566843,186274
7685344,576701,163719
7851214,569846,163914
7786429,554808,163636
8137881,571584,164226
7851665,550376,163077
7861836,574967,246887
7938577,696740,228599
7988703,617038,186514
7935097,578076,186754
7646191,559378,164201
7698809,563021,164371
8072148,611000,209735
7762935,641311,164393
7905834,579339,179457
7968046,569117,163921
7987471,684691,183773
8007384,567095,165683
8146610,554890,166052
7686625,582029,163752
8098904,562418,168035
7865450,570736,163692
7769704,588894,164339
7793599,546839,163490
7919483,575953,164057
7746328,570672,208452
7693297,560219,164428
7786571,559907,202642
7715042,561911,163526
7869660,589462,163884
7828321,694831,164311
7997996,570504,181526
9573405,626278,213398
7951709,567079,164203
7924356,566376,164749
7842701,574051,165436
7815509,593294,163458
8005658,568126,163862
7784436,562581,163575
7777729,566131,163523
7637921,556918,163663
7939440,610115,164701
7988189,599673,164362
7749452,561004,163914
7766793,574092,165068
8192972,664634,166281
8109830,588525,163628
7839794,571875,163706
7694136,563153,163643
7788703,598705,171107
7809581,562708,164109
7761334,580204,167760
7798979,624170,163755
8205560,658395,164462
7931388,561097,164330
7699398,564197,164896
7784536,571532,164311
7954686,588203,167971
8163556,603746,164547
7664509,559746,163788
7715224,563731,164109
8393080,804661,242210
7710793,556695,164706
7897630,580517,164732
7740881,560158,164345
8604154,665734,164946
8358781,613046,167765
7848324,564936,208265
7879978,574286,164124
8056642,609672,163899
7777069,560016,164180
7792843,555138,163872
7834193,573324,163958
7974779,574352,163863
7812291,581598,164377
7715057,653221,173797
7870064,553438,164052
8160043,592608,171562
7835361,573878,163828
7635309,569127,205838
7839613,593267,163668
7731247,564241,163671
7753707,562314,163713
7881957,621538,164085
7808318,570569,164531
7817650,558091,163938
7924641,577741,164302
7633114,621933,164787
7714766,561341,163784
7947455,557157,166150
7792750,625160,164820
7819159,555186,164609
7883812,564345,163551
7882403,566542,164663
7763386,574732,164438
7877531,538758,163644
7694914,561407,165242
8032338,602282,164352
7923105,567471,163398
7921871,573733,164509
7780783,579249,165760
7882668,570715,166974
8312799,706644,168162
7920799,613071,164566
7921065,566346,163861
8155832,571771,164723
7858656,585480,165667
7996945,609605,165179
7722214,543674,166139
7838217,594507,164341
8174350,595779,164980
7723979,546947,163735
7744656,594198,163814
7812059,611233,164833
9626760,714566,185110
7853218,577953,214271
7962864,569164,163873
7859669,564049,167130
7820242,562037,163866
7704137,577628,163959
7724725,554536,164801
7888309,596814,165228
7888059,622312,164630
7818863,599814,185918
7676231,573661,163371
7819040,557151,164609
7952886,737606,166391
7978848,556728,163467
7701092,554498,164238
7774404,575420,163657
7847040,597352,163938
8002405,561034,163389
7864778,565972,168778
7918562,565877,164103
7778995,591832,170693
7759635,564471,164074
7831128,574440,164675
7732700,572375,164145
7855446,609597,164905
7770611,567791,163856
7768585,577228,163874
7931131,579347,164043
7833840,592412,163966
7924214,601650,163682
7891160,560506,163539
7884502,566930,163795
7748118,547059,163453
7709246,568963,164580
7830560,597408,164122
7771610,564098,163666
7780534,563198,163440
8064142,592757,163728
7708879,605637,164431
7842443,571456,163624
7773559,563204,164239
7845990,573731,228094
7895086,652410,164999
7799576,607030,181279
7726216,594252,165711
8103571,564695,163597
7741382,563572,163949
7734102,563939,163562
7896894,574172,163467
9255473,728574,164084
7821882,605349,163742
7860142,555278,166971
7837044,584519,164255
7823171,599810,205364
7904444,566553,163622
7806357,560914,163996
7720726,570611,163592
7945365,599008,165320
7729809,561624,163480
7752607,568464,164036
7819512,573039,163745
8137154,589212,164654
7837841,592673,164317
7989974,578413,164044
7704080,561486,163769
7785977,576078,164676
7763609,559456,168834
7801408,568082,164554
7771597,557128,196067
7898001,600402,164960
7852342,574764,163825
7785387,557574,164162
7903655,563233,165223
7748727,573812,163603
7780366,562942,163430
7752334,566653,163660
7773578,564358,167417
7709619,558307,200902
7828030,576067,163355
7718413,566400,164935
7747073,569731,164077
7833162,573764,163852
7723955,566164,163280
7800223,560740,163527
7696047,575951,163879
7698498,570966,163979
7958742,638220,185986
7807388,558879,163804
7852713,573988,163709
7991729,582447,163455
7833699,560196,163796
7853251,567791,164086
7716359,557733,199454
7769501,542678,167366
7767239,584022,181144
8078554,568935,164612
7929921,562627,164430
7699222,574045,163472
7696165,581317,164660
7786490,565842,163278
7860174,580398,164151
8013176,599483,163915
7725528,593622,163849
8030925,591681,164253
7846716,564954,165783
7875874,580624,163879
7758891,577349,163783
7673889,558242,165505
7744376,568145,166597
7961428,554667,179374
7888469,564851,164108
7704108,563533,167574
7853510,550791,163505
7607105,579075,163342
8153010,571868,167915
8014814,587715,164005
8301819,586992,167671
7749135,581406,163960
7847874,571232,164612
8168256,611840,164770
7694434,571955,168581
7720841,573149,163828
7941088,569161,168049
7823355,571329,164874
7850605,557433,163578
7867548,557516,163540
7719966,583270,165090
7977763,597519,164002
7944533,573005,164456
7729089,566205,164192
7847438,564381,163688
7694756,573372,165254
7831278,567335,163865
7729252,547378,163638
7759294,580705,163744
7859604,568005,196748
7933291,573822,163870
7708983,576684,163990
7740894,558625,164134
7750296,567255,163922
7805515,575296,165384
7787348,565265,163493
7927941,569223,163944
7781555,575493,166332
7757904,563316,164196
7762281,560123,163738
7931126,565594,163593
7915091,559035,164099
7742998,566289,163996
7851940,570806,165500
7857188,574819,163804
7770799,557612,163463
9771009,619634,199065
7879214,599300,164873
7762084,561741,164069
7931794,566511,164258
7822238,561203,166972
7748223,560366,163540
7858331,573907,164312
7848260,568798,164278
8421617,589217,163922
7667161,543478,163433
7683594,550489,160527
8031152,564341,165794
7924445,613791,164109
9569600,598294,212679
7816631,611964,166834
7889287,597355,165533
7721658,547341,163249
7840873,575936,164679
7821328,569618,165444
7912401,564489,164245
7765146,568692,163277
7811894,573913,164406
7660783,585304,163989
7750824,574751,165045
7734916,552810,164035
7756999,570740,167434
7744040,599969,163779
7866252,570421,163473
7731070,568008,164550
7709154,564343,199216
7763394,563235,163821
7833671,558980,163880
7730628,563074,165011
7795408,553133,163966
7876828,577518,164252
7781109,571112,164359
7856904,550971,180071
7762577,571847,164797
7993835,570260,164204
7974358,575439,163402
7958527,573405,164563
7683114,558243,163687
7770658,569558,165330
7721703,567840,163926
8006738,569323,164069
7835338,558375,163818
8291240,632434,175079
7704582,560908,164759
8254787,757665,165822
7707386,562819,163862
7781354,559780,163984
7721394,559400,163701
7960529,569653,165018
7910933,584993,164281
7940254,560305,163271
7831737,559663,165287
7690209,577691,163879
7820385,561367,163261
7699138,551136,163640
7740236,567522,165131
7767914,558880,164593
7879604,571746,163758
7804293,556711,164636
8006485,589022,163268
7815034,562171,163762
7832388,573751,164845
7968876,561984,164127
7850016,590360,164280
7800583,617211,163994
7825011,566477,199701
7863378,562425,163800
7905773,564805,164432
7745057,560619,164004
7849950,580060,163952
7733990,570131,163509
7804178,576585,164194
7789864,568811,163686
7734945,555829,163874
7830159,556157,164712
7864164,559726,212660
7730023,570743,163667
8019100,575252,164498
7703212,563681,164095
7834443,564161,163528
7855357,610779,164289
7851908,573795,177245
7793796,580190,171989
7654789,559189,164007
7750923,569048,164170
8110568,594452,163991
7965710,588511,163552
7768157,588814,165273
7733762,571106,163697
9582899,859353,286387
7931998,574185,164860
7877732,567344,163732
7772858,593490,164234
7750432,555144,175458
7919711,582767,163538
7953635,568352,164280
7854019,574953,163650
7694600,562495,163571
8004567,559261,164797
7814047,599533,166964
7885752,545158,164907
8293530,591028,167712
7814650,557753,164021
7963508,566229,164622
7860987,565218,165342
7683287,562924,164181
8017623,578562,164008
7944772,597921,226719
7951082,555308,163903
8064530,575774,165489
7842018,558944,164697
7818989,558403,164054
7797469,654835,164194
7816032,565215,164638
7726477,575297,164891
7699761,610035,164148
7711712,559201,163992
7741689,554919,163966
7889442,579199,164540
7709750,575764,163531
7870628,565705,163466
7811688,577384,164134
7850794,566661,163636
7755778,562656,165377
7820452,568421,164902
8048354,573601,164309
7824064,638368,164878
7738371,581474,163944
8108478,574345,164458
7845161,574673,163726
7731249,534631,163688
7691038,568095,163885
7850059,570386,163729
7957367,559395,163483
8194417,597010,164004
7778513,559744,164500
7989635,564527,164866
7874837,568011,181467
7966463,563973,163833
7812692,571511,163770
7905111,582853,164421
7846599,561678,185506
7837121,568038,165110
7780098,572804,164439
7768336,569482,164950
7871222,580137,164261
7786488,575081,164218
7818264,559253,164949
7917688,556686,163654
7712124,560770,173950
7716841,551602,165004
7894333,560003,163584
7828058,578721,163708
7675958,563416,164472
7865046,613336,164220
7933063,586610,165632
7663054,562216,164259
7722679,571654,164130
7768863,561967,164367
7698599,564141,179993
7795309,568990,163785
7836973,562187,172676
7715530,576233,164131
8302416,628220,165997
7938664,568507,163934
7799029,583126,163543
7708099,577629,163474
7860085,594069,163455
7743711,564070,163571
7796020,574121,164004
7884605,564925,165075
7773462,559910,164782
7842583,584628,164064
8023184,617572,164083
7796399,564836,163951
8173296,589090,167799
7793195,621576,181332
7879474,593990,165839
7923479,582310,163738
7937740,559729,163849
9603659,599492,211779
7616855,566089,165200
8077670,589350,164023
7654985,563352,173836
7691895,556845,167706
7757667,556681,163961
8362393,638531,199635
7790969,576386,202563
7918852,561870,200226
7767649,574374,163802
7714640,582534,163581
10193104,799023,236165
7757021,560724,163375
7682968,562198,164409
7741767,562259,164778
7857727,566710,163668
7767498,570422,164458
7913318,562475,163563
7753529,589383,164875
8043448,573821,164463
7819049,597472,164570
8097109,566744,166489
7720278,568845,164557
7788722,574293,164130
7878040,558087,165090
7773051,585964,168939
7765461,552618,163823
7857198,567555,163973
8037344,571128,164176
7713156,573057,164124
7671675,574636,164965
7991042,602785,165354
7723172,580100,163795
7925994,556719,164380
7714665,573612,164098
7865990,565865,163268
7829317,561403,164525
7883602,566985,165381
7796647,569091,163891
7947754,579588,170480
7880959,605576,163878
7762728,574407,163803
7677775,598356,163540
7913965,557016,167121
7897271,566539,164433
7812765,555017,164559
7699350,563489,164281
7690425,567157,165366
7823359,575605,163867
7747363,607814,163750
7682033,615451,163699
7984080,609806,164691
7931462,592815,165611
7900306,576207,189130
7789871,564375,164625
7820906,565877,164324
7873647,562094,163660
7727928,560849,164045
7778949,580036,163776
7733949,547841,163700
7876209,549982,165039
7888267,577696,163861
7721449,576721,165428
7791882,559316,163753
7784219,562296,164642
7811015,553193,165092
7781477,611602,163986
8276365,609185,165088
7907705,547924,163445
7745519,563927,164515
7585001,556802,163777
7677542,559106,164055
7681880,543364,164335
7771909,596962,163766
7856960,582959,164310
7743751,565695,166044
8250836,631645,164306
7835043,567172,163746
7753251,556101,163358
7747690,572651,163693
7706729,585871,210671
7711581,557542,163302
7919503,627500,217100
7711037,562685,167136
8175820,588002,164873
7833077,557040,164623
7875048,585117,163944
7632009,564406,163199
7845328,576926,166174
7834833,579691,164108
7798559,619078,164270
7956547,555214,198499
8065834,599631,164099
7846385,552300,163700
7785200,669070,167054
7864865,560784,165041
7928694,563096,166874
7751353,596108,164558
7811491,610312,163986
7790992,555209,163475
7933498,653749,169412
7801962,562808,163995
7749326,593846,164612
7728497,572230,163875
8564717,634102,171182
7884111,568535,164312
7754625,656936,164144
7852710,559930,163670
7824190,568419,165775
7924788,570249,163960
7905833,580095,181940
7619798,575043,165374
7931967,563879,163762
7788068,559680,164146
7827866,575556,164614
7712267,562171,164278
7808384,613781,165547
7720003,557025,165666
7736278,565119,164506
7997753,563932,163926
7805158,560513,163900
7749985,572058,163463
7753031,568988,163533
7957312,561963,163301
7783754,577113,208497
7750874,557973,164733
7758409,567589,164127
7810885,566271,164498
7798241,551661,163886
7926241,584154,164551
7790030,599401,163419
7676187,560210,163718
7708586,562678,163118
7786532,588567,164130
7875707,570322,164007
7891194,563972,163265
7748109,542086,167003
7744899,587151,165017
8049805,588435,163960
7792919,549455,164158
7657960,551709,164015
7737008,559097,163934
8481032,583822,164760
7758296,559638,163900
7797767,604561,164508
7724119,560570,164010
7870897,572235,165119
7794599,605042,164810
7942504,575600,163754
7742366,584757,163975
7653416,554644,177822
7858268,576898,164314
7995407,564285,163523
7808744,607298,164415
7769427,548381,164831
7887592,568455,164204
7801734,602818,168618
7776950,561603,163719
7740187,564837,164667
7696313,555732,164266
7706428,560516,164469
7791289,562245,163842
7868226,614871,247060
7759730,560579,163508
7764318,562209,166392
7714981,563922,164565
7790091,558532,164230
7809512,565083,164142
7842811,572610,163531
7730657,581411,163850
8022612,573222,164115
7863390,567982,163410
7663649,569131,164520
7786040,575435,168287
8045204,629766,164879
7668759,581925,163780
7755363,580309,163909
7941191,568083,164071
7878784,586397,166215
7743529,567121,163763
7895659,567529,163796
7925127,563171,163009
7780281,584296,164190
7772343,566404,164131
7913245,575485,163327
7710256,559218,163422
7714104,567128,163916
8013007,585335,166459
7733228,565604,165799
7860845,561376,163749
7738205,569253,164651
8010835,563603,179276
7844912,570855,164721
7765950,582299,184762
7741404,568244,165580
7710875,572649,166178
7675463,571966,164826
7862896,560095,164328
7845391,560748,166892
7752133,564150,163316
7717226,560282,168858
7754753,555969,199936
7714446,547152,163933
7950289,634958,164278
7978774,577671,164072
7835219,572829,164697
7685306,564711,167323
7694260,573695,164403
7732527,623651,163636
7695860,666163,164713
7830050,617319,164710
7893977,561907,164295
7790446,566370,163662
7785483,569595,164758
7715997,566422,163972
8017012,566990,163669
7848305,580546,189363
7907189,604501,164487
7729170,577411,164522
7826490,573166,163975
7692221,608988,164762
7839646,565468,165718
7811081,594502,163369
8245623,670749,192154
7764895,575629,163493
7990325,587463,164060
7804563,572702,167619
9618550,585200,211975
7789716,565723,170454
7950146,576966,164154
7746819,575661,163677
7998032,624441,164907
7598354,569731,163707
7621462,568595,164168
7785269,561649,163513
7775901,573099,163370
7956300,566090,164305
7728046,567609,164045
7905359,565490,203687
8069397,580196,165643
7805045,565522,171250
7827110,564267,163895
8040222,578327,165448
7896392,565353,164242
7758359,557833,163678
7853847,546672,178314
8296545,569222,164565
7883159,604122,165216
7801975,556700,163565
7776905,565542,165104
8233191,584777,164220
7754573,568912,164227
7902124,573080,163717
7767620,561924,164013
7875019,585072,175259
7865141,560751,163922
7747332,563122,163674
7687837,604853,165823
7831256,571369,163685
7671891,586325,179486
7818177,579388,163507
7842737,570186,164152
7712411,559590,165089
10979934,557597,200546
8070556,582815,164624
7838719,544937,163953
7745174,575556,163652
7929560,621217,164328
7668661,553951,164667
7676215,556932,163645
7847003,573080,165568
7750770,555603,164674
8191416,616530,164917
7744449,572356,163662
7800083,563030,164037
7844500,569890,164732
7737454,561320,166253
7888446,569679,163930
7883286,583298,165119
7720251,568647,164834
7980797,630483,164361
7722529,597493,164261
7738946,562288,163417
7757874,567585,163766
7833174,566574,164587
7825594,568210,164353
7819598,560561,164064
7821710,571807,165020
7832554,565726,178585
7818769,609980,163898
7744769,556996,164284
7843731,573065,165619
7868239,562159,164640
7801411,559645,164414
7789243,563171,164726
7719420,574217,164815
7773689,555441,180253
8189650,568108,163824
7849399,561971,164640
7835213,590335,164488
7767471,631691,165971
7969323,576665,163424
7874702,560098,164985
7838985,582945,164486
7800837,561151,163177
7765405,568728,163557
7770602,581210,164016
7830689,569366,163814
7783707,597879,164046
7669087,561814,163456
7810282,554900,163781
7732894,580552,163662
7986869,573245,165030
8175311,585290,164024
7787515,600120,164483
7931239,572737,163479
7827048,574030,165102
7767971,583543,164596
7818692,565874,164829
7818259,569832,165273
7734019,586594,163807
8343706,602965,164642
7816427,587452,163818
7852523,682854,163868
7675120,573893,163260
7917811,567811,163687
9594283,593780,244857
7693801,550672,163979
7660504,590323,164574
7704323,571206,163819
7720295,537944,163322
7736696,568968,164625
7885571,560842,163918
7777300,568233,163380
7695674,560047,163773
7689313,586086,164212
7773949,595732,163796
7621305,583048,164314
7868091,546282,163784
7770082,567957,164966
7749656,561185,164219
7752008,545870,164897
7874895,565786,163415
7830709,565244,204459
