144340,5915
158946,6189
183531,4136
147357,5381
137913,4218
144047,4156
142215,4224
142222,4204
144532,4300
148820,4426
146754,4599
156346,4688
153817,4597
153066,4803
150693,6280
148964,4492
149436,4609
149737,4613
150158,4929
150428,4735
152663,4912
154508,4873
189778,5023
154263,5155
176649,6496
153474,4789
165968,5090
160548,7172
168767,5059
161496,4980
158660,5134
163530,4988
203993,7926
230772,8264
164830,5292
170909,5414
167110,5027
171240,5230
218637,5161
172579,5597
174093,5502
177920,11271
197273,7463
177520,5742
188611,5635
160218,7194
152276,5674
156030,5604
222315,5867
156246,5527
156347,7175
171354,6068
155461,30241
154555,5912
178312,7345
155277,6061
170385,6423
154724,5946
157698,6275
200929,6196
215852,8654
164068,6560
162167,6212
185808,6651
161909,7272
165423,6999
252287,13422
199798,9321
160420,6178
184399,6960
170536,9677
162918,6660
191638,9686
174796,24204
166129,6673
157349,6422
161016,6531
160564,8434
164492,7221
161369,6765
159885,6461
160199,7008
191989,7269
201292,6623
160734,6736
158831,6950
179286,8167
166829,7396
165987,9872
165563,7280
173123,6822
162388,7113
172712,7206
161293,7190
164490,7108
166936,7364
163871,7357
167602,7143
169381,7187
164179,8911
173748,8240
163950,7319
165952,7272
166021,8918
174844,8756
172682,8009
178008,9236
173725,9827
180331,9582
171748,7826
171185,7661
186156,9180
178665,7856
172606,7834
271412,8201
172242,8354
177298,8150
170786,8723
176301,10706
179414,8578
174855,9209
170932,9221
169645,9000
171425,8428
174100,8500
185810,8706
173678,8201
176802,8709
175148,8244
176972,8142
189403,8985
179976,8554
192631,8666
241602,10567
189174,10952
227026,8727
180998,8503
251670,8658
182943,8555
179242,8667
201116,8629
200849,9322
184829,8403
182226,8771
183077,9128
180759,8430
212761,8735
183367,9024
185731,9124
182154,9547
187586,8776
222377,8880
185593,9015
185623,8893
187532,9298
193965,9234
183465,9240
187431,9383
195091,9098
185585,9372
187502,9445
185850,9139
209811,9182
198797,9285
189930,9296
192506,9685
177921,9306
175286,9669
182302,9851
178706,9552
185250,9911
180587,9620
218648,9985
247661,9491
181708,9897
177752,10097
179687,9575
174608,9748
191545,9882
174269,9826
178247,9804
178329,14954
178520,10010
177648,10082
185965,9908
196818,10075
203563,10111
178202,10318
184860,10211
183330,10163
214263,10281
181370,10268
184887,10921
198265,10127
179909,10140
177408,10310
211873,10510
177366,10321
182116,10442
181882,11885
184952,10454
226538,11401
206965,11344
308925,12809
214131,24605
189210,10574
197608,10714
185942,11130
227503,11099
205109,11264
211508,11493
267098,15959
210515,11193
190711,12091
209619,11215
202338,11522
259204,12055
195516,11207
211703,31091
223333,12977
209240,11514
199238,11199
206316,11019
191818,11778
234008,11202
183974,11422
186231,11442
198379,12319
187017,11275
201717,25600
193904,11388
194828,12049
187800,11984
184692,11422
203710,11582
236462,30693
200627,12230
197201,12597
268028,14034
194854,17780
210265,13959
197498,12061
200407,12234
200691,12112
193090,12054
191594,12230
192441,11829
195545,36146
200344,15828
209862,32737
190247,16083
281341,44445
197339,12324
220264,13116
237444,13354
196460,12762
194580,12240
216591,18531
200981,12336
194428,12603
200558,12571
199884,12505
200453,12755
193005,12768
198471,17955
197165,12613
208754,14456
197169,12868
235914,14839
195531,13219
224601,12792
210165,13106
207577,13634
220262,13502
210411,14790
198735,41312
225167,15351
200820,13279
240883,13403
196540,26513
198673,13368
201876,13235
208798,14887
197581,14853
202290,13036
223497,14757
173621,13454
174324,13367
173836,17915
170894,13390
180619,18931
235750,14117
196058,13649
178430,13924
182479,14146
226146,13649
175968,14364
188574,14520
177778,14023
177739,14190
177735,13989
173676,13695
243994,15217
208797,14109
172997,13910
178479,14244
174666,13966
208862,13969
173414,14690
190994,13725
192264,14301
195367,14402
175018,14118
179217,14577
188123,14187
215267,14303
178407,14481
175284,14425
174259,17220
180941,14232
183770,14240
186615,14563
176396,19029
179330,14628
216640,14937
240459,14621
177500,14757
176314,15164
184530,14783
177304,14742
255178,15586
188843,16189
180306,14833
180044,15010
179023,14809
182880,14908
187615,15368
177793,15112
200837,15869
179699,15635
217221,15229
182692,15505
221218,16551
176307,15112
189665,15323
184826,15537
181925,15380
180544,15359
179440,15547
177876,15588
179630,29581
181863,15529
179011,15714
181238,15918
186417,15784
181815,17124
227546,15430
220729,15730
177446,17113
180734,17116
203560,15837
179151,15770
180718,15780
182670,16045
180514,16086
184126,15587
182830,16207
181015,16116
186902,16245
186342,16496
356267,22769
223617,21316
182976,16187
270848,26932
185217,16281
186881,18462
185817,16451
248996,17724
183186,31083
208307,18223
185006,16353
187802,16975
185898,16090
221854,17006
186920,17449
192750,17021
221317,17125
194777,16350
253100,16951
204935,24032
207106,18477
189497,16686
232869,17434
194011,17329
216821,17237
197805,17147
212366,21714
211343,18158
226723,17789
209602,17477
184295,17006
240713,17600
186868,36362
202473,17521
222997,17521
185567,17541
192648,17395
182120,17396
184942,19547
186708,17203
203636,17328
211063,18071
190361,17522
246906,18254
191110,17377
239833,17738
218902,18314
233705,23618
188847,17569
220183,18256
203654,18951
191389,17651
188483,17758
186211,17701
184467,17584
186987,18251
184924,17722
188675,17835
243280,17783
215657,18088
196074,17749
189938,18134
190546,17915
197468,21056
202155,18372
184977,17982
195108,20539
220741,18243
272943,26030
188834,18840
201394,20407
196218,18540
206399,18213
188769,18362
203855,18388
187743,18135
237863,18257
186476,18396
188048,32645
220539,19109
248160,19796
187935,18440
200680,18899
190217,19081
186982,19113
218507,33800
191256,18703
188116,18679
204310,19639
206409,19874
236020,19242
262010,19251
198926,19145
202099,19155
204749,20281
195570,19568
217849,19306
197449,19141
228840,19967
201168,19129
203439,19135
264687,25992
203105,26280
209693,21526
203249,19368
196590,19527
195846,19580
199544,20039
197475,20081
263282,20634
209164,20506
238702,26794
197899,20500
202252,19740
201299,21896
200074,19771
241311,24763
228735,21757
252651,21104
214849,20524
282375,21020
201863,20947
317455,27698
198431,20325
193165,19983
197610,19942
194446,20036
223576,21186
198048,20930
200875,19931
213700,21014
200358,20460
243953,23397
197912,21105
191832,20131
217604,20378
202192,20642
196639,20287
223692,35513
204693,20551
243623,20553
195500,20426
200567,20568
325178,30399
215616,20695
223824,21390
205895,21658
196562,20453
214036,34494
204692,21044
209518,33269
204061,21155
248931,20770
206474,21278
214002,20900
201110,23027
204828,22756
222886,21069
220193,21226
208657,22004
205833,23087
199101,23556
210822,22556
217363,22488
198991,21266
226050,31903
214378,21250
218134,21336
236677,21484
198613,21437
199446,21505
199839,21304
197882,21525
236474,21861
219588,38364
285301,23870
210699,22080
222720,21891
245439,22236
210833,21558
205589,21939
211221,22009
211958,21798
208474,38128
198707,21975
206113,22166
200459,21828
200740,23486
202258,22078
207385,22459
215167,23008
226265,46849
308957,25095
221534,44416
201688,21739
203719,21967
201214,22143
285267,34198
228635,23338
215381,25859
205937,23188
246041,22783
204173,62979
204218,22273
207189,22710
205649,22721
262896,22860
248868,22471
201235,22397
200092,22922
206108,22685
200597,22514
210611,24881
199609,23390
242920,36964
208345,23160
213374,24363
216923,24126
267537,23560
207842,23064
202605,22966
203547,23134
209966,23122
208818,26978
211029,23178
250877,23061
208579,23141
246429,53024
218116,24297
258206,24303
223653,23418
213901,23302
203877,23481
207348,23641
224025,23895
203549,23603
223736,24495
206661,23368
208707,24151
270240,28202
206955,23635
204736,38600
204310,23694
209646,23781
221984,23600
215108,23703
207113,23839
219167,23821
205684,23834
212913,24135
206707,23905
210952,24108
204854,25950
221221,24218
208944,24148
214714,24025
218597,24847
229873,24259
224096,24780
299097,56511
275674,24936
218329,28299
218124,24675
337181,35999
318862,26045
215059,25002
235756,25796
226180,25819
227758,24703
226732,25046
218289,25701
236756,26248
226462,24671
217950,25921
211509,24692
229691,35345
205238,24675
267640,38582
265948,28373
242631,24828
256233,26255
224414,26416
211224,25080
263804,25609
207665,25014
210883,25010
215932,24977
208326,25225
214144,25013
213682,26867
313004,25467
212155,25022
214146,39361
219155,25617
215872,25384
245935,25497
302622,38714
213726,25674
211945,25597
209169,25732
262255,25455
227148,25697
227703,26205
263247,27159
243381,25721
207346,25517
212414,26424
210244,25561
216936,25914
226615,26061
209252,26298
214653,26000
284749,27647
333278,40877
225442,28295
217511,26508
217884,43967
220406,25862
250630,25970
211101,26011
211303,26449
260266,26844
218415,26548
245285,27895
280212,27098
237135,26055
213322,26159
225591,26026
258309,27917
227027,26713
252881,26350
216141,26478
253082,26322
212696,26581
329266,27731
217921,27289
218020,26644
216045,26616
215160,63670
266864,26980
256399,26556
273093,27389
238669,27332
319705,31413
240052,26709
220751,27100
287715,27988
225883,45731
221156,26886
289829,27028
223329,29072
217197,27269
234541,27942
219604,28245
270017,27300
216314,27704
232857,28168
230803,27144
225747,27438
219068,27968
218849,29291
338148,44154
223916,27131
225129,27851
225960,27911
356287,28457
234932,28287
234075,27359
230839,27942
218798,27740
217785,27639
227407,27774
221871,27996
217461,27742
232083,27955
217137,27689
277249,27545
225012,29296
216485,27801
226550,28304
224343,27999
265119,28102
217446,28023
218235,42571
221614,27920
222571,28186
293301,30918
300518,31966
310961,29777
227985,28292
231555,37613
219769,28344
230006,29228
268003,49689
318494,42971
236155,30273
221952,37574
231611,44625
217508,28451
243117,28601
222765,28771
241644,29362
244600,29864
260923,29158
226064,29873
225338,29176
259261,29426
223459,28948
227363,28665
233366,29228
279043,29248
362523,33542
233099,30930
227936,29569
225969,29771
225790,29381
222855,29278
232080,29866
228667,29377
238355,30171
248282,33883
250835,29105
236433,32075
235656,44050
224429,30876
239539,29556
233413,30454
248478,30111
231014,29172
223986,29703
255247,30472
223165,29733
249564,30839
252990,31795
316449,46866
259360,47787
239456,30319
228136,40563
233967,31558
241619,29676
243950,30476
291682,40571
227197,30331
227351,30417
259819,30349
272269,31431
231360,30816
243257,32188
252536,31082
228306,30787
246874,30618
228932,30286
250407,39453
222757,31041
224848,30582
241549,30425
233407,30882
239452,30319
258483,30507
262794,30517
242657,30629
268982,30362
234981,30444
231701,30537
267949,30557
256280,32839
229024,30819
275468,31645
251174,30639
247663,44695
238618,31763
229895,31039
239096,37898
255016,30967
241659,32108
228057,30856
239154,31114
232861,30980
226065,31117
270088,31641
224799,30868
230201,31247
284484,31132
236863,31301
267402,31524
236556,32829
225912,31787
225290,31033
226882,31411
274921,31143
232365,31992
234577,31968
239387,32772
324512,57202
248982,34405
240180,32436
264744,33023
231173,31688
290205,31994
234462,36791
246135,32756
264740,31636
230363,32148
228989,31998
226583,31986
231779,31698
229695,31752
247644,33411
279612,49520
235917,33370
267008,51443
236130,32777
242573,32968
245627,48274
233384,32169
239778,32797
228530,32717
242673,32539
229644,33144
229454,32399
279719,32303
260569,64677
256916,39929
299425,33436
285865,32395
228355,32954
233847,32865
262332,33460
248347,32873
237571,32856
262892,33272
315851,32866
286255,33058
230462,33091
236985,33099
241642,33128
241227,33689
308886,33469
235677,33365
272271,37704
238650,33953
231350,33264
234202,33172
233399,33245
231099,33393
243921,33166
231837,33301
232466,33133
247893,34800
231937,33430
241301,33105
235182,33847
309482,38264
245139,33556
234367,33852
241655,36399
271704,33458
243215,34118
240410,33812
244253,34688
244182,33737
324389,42965
238074,33548
251095,35100
234430,33809
232412,34179
237597,33565
244116,33859
243615,34091
234899,34147
237453,34039
316502,88204
246258,36175
262140,52950
249957,34850
232433,34217
274461,35172
260443,35234
246745,35655
266052,35063
249721,34235
252434,53365
235826,34649
234157,48597
235581,34352
241793,34478
232866,34448
241797,35805
236276,34657
324437,34592
261643,36070
238973,34643
244388,34624
249856,34687
379754,65491
243820,35100
238641,34747
237867,34715
273559,35113
281220,34979
266643,36381
245251,35933
244545,35014
300867,35235
257206,35015
238774,51249
245041,37441
239977,35123
240155,35093
252662,37281
330758,47704
283620,35573
244946,89347
250729,38561
250214,35501
283081,35598
248745,55584
274782,38061
240379,35575
245165,37153
247025,35799
292693,35912
236432,35705
240884,35536
242924,35818
263727,35953
254157,36011
251060,37382
305720,47159
247176,35619
265047,74360
240326,35686
245058,36661
242511,51765
332881,37100
277030,36997
243983,36241
240763,36330
237868,38581
247296,36048
256979,36318
292320,36480
307519,37849
243329,36365
278982,43819
269403,36815
243818,37837
279342,36329
245232,37177
251753,36373
247170,36568
281640,36463
316964,38546
258904,39149
258642,38289
257989,37789
248226,37891
241709,38068
250331,38322
248293,38000
241558,38121
247601,38183
251222,39554
239224,37221
272254,37448
289682,39095
264116,41632
255186,39092
251949,39854
303001,38527
252051,38389
325052,40038
272850,38308
270190,43994
250659,39540
330969,40870
254628,39673
256618,38846
258239,51257
248024,39078
270693,38800
255415,39808
253097,40294
247116,38920
271972,39756
251381,38794
271489,39546
257617,38917
263055,38800
243399,39086
261200,39207
242766,40638
251854,39104
246448,40460
251717,39791
267153,39966
252083,39128
279990,53629
256007,39273
342532,39064
255919,39457
254100,39103
246169,39561
274047,40465
245508,39409
252220,40437
247261,39644
249197,40428
242429,40243
258831,39541
378300,39979
272478,39609
248736,40966
264883,39784
249045,40047
261423,39892
257190,41030
248254,39563
283994,39721
270182,40852
328298,41226
250879,40081
303172,40249
252010,40143
288461,40244
254438,40230
250300,39892
246674,40040
251287,41152
264059,40294
355395,63138
251450,40245
261788,40286
328621,40089
251796,40304
260388,40120
250775,40785
248870,40660
314888,40520
251147,40385
262368,40352
261819,40604
252623,43795
295303,40726
284560,40586
251025,40966
250497,40857
254559,40843
334859,42074
253562,40886
290221,40489
250735,58008
249044,41484
288754,40772
270813,41131
250132,41126
256936,40972
251497,40820
310588,56104
274523,41013
342278,57553
257332,43347
259150,41322
267060,41506
280956,41256
273126,42759
253187,42778
262099,41181
252367,41564
292722,41839
313633,41722
278190,41557
252633,41752
268400,42320
261070,41738
255912,44174
267128,41606
255321,41864
265694,41779
263457,41750
293943,57109
272669,43235
251041,42063
256264,41921
254264,45237
299849,41654
253740,56483
283668,42240
263791,42580
256328,43755
258664,42134
270797,42266
256189,42409
267212,45964
288688,42318
260882,42643
270273,42278
252602,42294
269624,43706
265879,43488
332477,54101
273605,42676
265843,42331
294208,42538
276521,43383
256099,42690
258767,42543
254563,42810
276225,48178
254246,42739
259112,42883
260980,42834
258027,43100
283821,42877
260001,43145
262173,43055
257952,43925
255446,43380
260425,43141
254862,43952
257983,42959
264488,43874
276701,44371
272336,44655
258195,42854
282636,72923
257454,43324
275293,57099
261181,43277
257478,43498
258994,44809
258733,43564
258786,43393
294965,43462
278197,43464
285705,44869
284510,43459
330990,77878
259704,43411
269890,44577
260010,43836
300218,45495
274961,44363
268279,43968
275897,44111
264257,44222
292612,66302
267470,43695
275819,57952
258509,43915
260407,61134
275224,44342
276752,44203
267982,45560
308116,44486
260649,44254
292865,45666
263526,44365
270668,44418
260557,70320
287900,44217
289474,51133
261497,44368
274694,48051
262883,45177
305783,53930
300983,75166
266995,44657
262657,45906
270294,44837
273587,45715
264266,44811
262966,44611
294537,45054
262900,44861
264681,44767
290192,44744
269051,44892
307682,45197
262200,71828
266506,45100
264949,44838
271160,55534
273085,44937
264356,45269
267242,46281
309409,45153
270602,46106
267091,45186
283780,45291
263559,45181
264423,45157
336880,45172
267120,45842
284683,45920
280636,47952
269978,45624
275913,45794
265396,45591
284906,45914
270629,46606
297847,45591
308643,46050
272661,45671
271065,47214
370395,69200
265165,45721
270989,60021
268719,45645
267485,46000
282179,46418
265688,46008
268119,46616
303315,46123
310741,46132
264729,46123
265497,46229
263696,46088
263067,46268
268100,46536
267899,46294
287318,46353
279255,46382
284873,60483
310914,46342
359932,47018
268703,46321
346809,47100
266067,46583
319086,46750
268444,46398
323007,61467
270750,46806
269023,47202
268075,46876
273838,46939
281940,48142
279846,49476
270518,48181
268010,46605
381501,55357
434786,61596
269423,47021
350453,68205
302479,47162
288113,49779
273904,47021
301876,47130
271194,61485
273244,47058
273962,52492
296309,47918
274309,49543
271646,47449
352215,47613
267934,47567
302110,47420
270937,47275
313090,48181
270028,47463
272086,47509
291186,47513
272270,47552
277711,48459
278142,47882
270632,48076
273076,47871
321656,47793
276028,48854
282957,47605
268425,47697
274141,47914
285653,47768
278432,49628
269074,47632
394612,77212
366568,48459
274351,48436
314383,47888
285989,47941
270251,48017
272778,49134
278877,49443
270840,48442
361119,74149
309775,48591
276574,49511
272364,48827
274177,48721
266451,48261
268977,48253
315595,48528
280387,49931
276422,50547
279396,48291
267801,48962
273945,49743
270237,48685
280441,49086
274051,50366
288956,86755
276957,48642
280026,48761
269199,48777
279708,49140
312206,49077
272412,49934
276846,48970
271563,48974
271645,49001
274587,48966
277576,49168
273278,49383
279345,49306
274960,49388
277865,49315
277080,50117
368135,49689
314045,49633
277026,49424
284216,50547
271670,49244
290023,49790
276802,49550
274946,51295
276141,49895
338218,49950
319303,49974
273427,49689
302252,49723
285519,49830
316364,51037
275167,50130
278196,50100
302171,49913
277614,50911
300426,50128
276728,49935
282256,49882
308002,50212
287138,50269
278660,50534
286202,52154
279934,50322
347133,74099
279902,50383
285517,51454
304541,50546
317965,50551
276655,50518
276510,50526
274090,64703
311291,51203
278716,50573
324935,66261
279772,50364
285649,51040
289351,50656
282007,52021
278341,72642
287471,50688
304610,51104
286856,50709
282068,52428
299306,65266
314870,52819
362389,50865
287668,50943
301908,51146
273480,82261
281770,50982
302198,50875
277325,51293
289975,51268
288179,52247
278016,51175
315267,52238
322582,51511
302625,52576
287339,51441
281097,51752
355043,53171
285345,71079
288878,51479
350732,52019
277487,51329
274860,51321
280020,51702
348785,51741
288155,51500
283743,51457
281751,51699
296203,51697
282605,52120
275272,51673
280207,51627
277259,51963
287848,52282
325983,51923
281431,52201
286097,52097
282692,52149
282249,52172
307280,52469
388971,54092
285564,67448
286973,84241
336305,52381
299465,53554
323890,52246
285670,52339
294544,52700
308936,52518
301251,52567
377431,53653
286749,53810
386044,69276
383917,54155
331701,52559
312930,53117
322889,53844
281337,52762
290434,52977
286158,52981
289407,53137
327566,52428
314724,52478
288796,53164
287565,52991
279669,52802
284122,67664
289779,79198
288053,67014
281874,53513
323128,53220
326381,53453
290656,53202
289681,53169
322963,53232
296769,53464
344669,92398
295903,54286
291171,54616
284209,53369
353350,53575
306175,71995
342859,68429
304948,54696
284895,54092
283899,57803
354280,53716
388152,80363
290332,53845
288047,53578
298922,55653
289534,53449
308595,94032
280409,53749
281782,53706
283792,70244
304891,57498
324321,54173
303162,53938
321927,54162
294119,53988
289878,53965
288054,54470
295130,76355
318461,54279
